Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24
Northcote,Red Door Corner Store,70 Mitchell Street,VIC,3070,2021-07-15,15/07/2021,7:23am - 8:30am,Case attended venue,2021-07-21,21/07/2021,21:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:23:00,08:30:00
Northcote,Red Door Corner Store,70 Mitchell Street,VIC,3070,2021-07-14,14/07/2021,8:14am - 9:00am,Case attended venue,2021-07-21,21/07/2021,21:49:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",08:14:00,09:00:00
Sunbury,Sunbury Square Medical Centre,"Shop 17A, 2-28 Evans Street",VIC,3429,2021-07-19,19/07/2021,6:00pm - 8:30pm,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,18:00:00,20:30:00
Mildura,Solunar Cafe,180-190 Deakin Avenue,VIC,3500,2021-07-12,12/07/2021,2:15pm - 2:30pm,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,14:15:00,14:30:00
Bentleigh,Rec Xpress 24/7 Fitness,378-380 Centre Road,VIC,3204,2021-07-15,15/07/2021,5:00am - 6:40am,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",05:00:00,06:40:00
Bentleigh,Fifth Chapter,399 Centre Road,VIC,3204,2021-07-15,15/07/2021,12:50pm - 1:15pm,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:50:00,13:15:00
Bentleigh,Coles Bentleigh,5/7 Vickery Street,VIC,3204,2021-07-15,15/07/2021,6:15am - 6:45am,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:15:00,06:45:00
Bentleigh,Coles Bentleigh,5/7 Vickery Street,VIC,3204,2021-07-16,16/07/2021,6:20am - 6:45am,Case attended venue,2021-07-21,21/07/2021,20:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:20:00,06:45:00
Craigieburn,Craigieburn Central,340 Craigieburn Road	,VIC,3064,2021-07-15,15/07/2021,3:00pm - 6:15pm,Case attended venue,2021-07-21,21/07/2021,20:24:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:00:00,18:15:00
Public Transport,"Yarra Trams - Route 109 (Glenferrie Rd & Cotham Rd, Stop 36 to, Narrak Rd and Whitehorse Rd, Stop 51)",,VIC,,2021-07-15,15/07/2021,3:20pm - 3:38pm,Case travelled on public transport,2021-07-21,21/07/2021,20:19:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:20:00,15:38:00
Narre Warren North,Australia Post Shop - Narre Warren North LPO,"Shop 3, 1 Oakview Boulevard",VIC,3804,2021-07-16,16/07/2021,12:05pm - 12:30pm,Case attended venue,2021-07-21,21/07/2021,20:19:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:05:00,12:30:00
Caulfield North,BWS Caulfield North,358 Orrong Road,VIC,3161,2021-07-15,15/07/2021,3:25pm - 3:50pm,Case attended venue,2021-07-21,21/07/2021,19:36:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:25:00,15:50:00
Caulfield North,Woolworths Metro Caulfield North,360 Orrong Road,VIC,3161,2021-07-15,15/07/2021,3:25pm - 3:50pm,Case attended venue,2021-07-21,21/07/2021,19:36:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:25:00,15:50:00
Craigieburn,TK Maxx Craigieburn,340 Craigieburn Road,VIC,3064,2021-07-15,15/07/2021,3:15pm - 4:40pm,Case attended venue,2021-07-21,21/07/2021,19:36:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,15:15:00,16:40:00
Endeavour Hills,Shell Coles Express Endeavour Hills,37b Heatherton Rd & Hallam North Rd,VIC,3802,2021-07-15,15/07/2021,4:38pm - 4:55pm,Case attended venue,2021-07-21,21/07/2021,17:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:38:00,16:55:00
Narre Warren North,Marcos IGA Narre Warren North,2 Oakview Boulevard,VIC,3804,2021-07-16,16/07/2021,11:25am - 12:10pm,Case attended venue,2021-07-21,21/07/2021,14:32:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,11:25:00,12:10:00
Sunshine West,Coles Ardeer,The Avenue & Corella Road,VIC,3020,2021-07-14,14/07/2021,9:20pm - 10:15pm,Case attended venue,2021-07-21,21/07/2021,10:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",21:20:00,22:15:00
Nunawading,The Peddler Cafe ,295B Springfield Road,VIC,3131,2021-07-16,16/07/2021,10:10am - 10:55am,Case attended venue,2021-07-21,21/07/2021,10:48:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:10:00,10:55:00
Glen Iris,Tait Home Timber & Hardware (Mitre 10),15 Weir Street,VIC,3146,2021-07-15,15/07/2021,12:30pm - 1:20pm,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:30:00,13:20:00
Brunswick,Petbarn Brunswick,33 Weston Street,VIC,3056,2021-07-17,17/07/2021,12:05pm - 12:43pm,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:05:00,12:43:00
Collingwood,Chemist Warehouse Collingwood,244 Smith Street,VIC,3066,2021-07-17,17/07/2021,12:32pm - 1:13pm,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:32:00,13:13:00
Balaclava,Dana Patisserie,175 Carlisle Street,VIC,3183,2021-07-15,15/07/2021,10:35am - 10:50am,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:35:00,10:50:00
St Kilda,Subway St Kilda Road & My Goodness Pizza & Burgers,622 St Kilda Road,VIC,3004,2021-07-13,13/07/2021,1:00pm - 2:15pm,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,13:00:00,14:15:00
Dandenong,Elegance Tiles Dandenong,23 Frankston - Dandenong Road,VIC,3175,2021-07-14,14/07/2021,11:05am - 11:27am,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",11:05:00,11:27:00
Dandenong,Elegance Tiles Dandenong,23 Frankston - Dandenong Road,VIC,3175,2021-07-15,15/07/2021,6:40am - 7:00am,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",06:40:00,07:00:00
Sunshine West,Coles Ardeer,The Avenue & Corella Road,VIC,3020,2021-07-14,14/07/2021,7:00am - 7:40am,Case attended venue,2021-07-21,21/07/2021,10:26:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:00:00,07:40:00
St Andrews,A Local Baker - St Andrews,83 Burns Street,VIC,3761,2021-07-18,18/07/2021,10:00am - 10:40am,Case attended venue,2021-07-21,21/07/2021,09:19:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:00:00,10:40:00
Diamond Creek,Coles Diamond Creek,67 Main Hurstbridge Road,VIC,3089,2021-07-16,16/07/2021,5:00pm - 5:45pm,Case attended venue,2021-07-21,21/07/2021,09:19:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:00:00,17:45:00
Carrum Downs,Bunnings Warehouse Carrum Downs,600 Frankston - Dandenong Road,VIC,3201,2021-07-18,18/07/2021,9:45am - 10:25am,Case attended venue,2021-07-22,22/07/2021,20:56:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:45:00,10:25:00
Malvern East,7-Eleven Chadstone,609 Waverley Road (corner Batesford Road),VIC,3148,2021-07-17,17/07/2021,7:50am - 8:25am,Case attended venue,2021-07-22,22/07/2021,20:45:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:50:00,08:25:00
Malvern,Woolworths Malvern Central Shopping Centre,112-114 Wattletree Road	,VIC,3144,2021-07-18,18/07/2021,10:20am - 10:50am,Case attended venue,2021-07-22,22/07/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:20:00,10:50:00
Malvern,Malvern Central Shopping Centre,110-122 Wattletree Road	,VIC,3144,2021-07-18,18/07/2021,10:20am - 10:50am,Case attended venue,2021-07-22,22/07/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:20:00,10:50:00
Malvern,Fleischer Cakes,96 Glenferrie Road	,VIC,3144,2021-07-18,18/07/2021,10:15am - 10:30am,Case attended venue,2021-07-22,22/07/2021,18:00:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:15:00,10:30:00
Malvern,Coles Malvern,164-178 Glenferrie Road,VIC,3144,2021-07-18,18/07/2021,9:40am - 10:30am,Case attended venue,2021-07-22,22/07/2021,17:05:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:40:00,10:30:00
Hawthorn East,Anderson Park,5 Anderson Road,VIC,3123,2021-07-15,15/07/2021,7:30am - 9:00am,Case attended venue,2021-07-22,22/07/2021,16:20:00,Tier 3 - Monitor for symptoms,"Anyone who has visited this location during these times should monitor for symptoms - If symptoms develop, immediately get tested and isolate until you receive a negative result.",07:30:00,09:00:00
Craigieburn,Forever New - Craigieburn Central,340 Craigieburn Road,VIC,3064,2021-07-15,15/07/2021,5:25pm - 6:03pm,Case attended venue,2021-07-22,22/07/2021,15:10:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:25:00,18:03:00
Public Transport,Metro Trains - Sandringham Line (Balaclava Station to Richmond Station),,VIC,,2021-07-14,14/07/2021,5:13pm - 5:22pm,Case travelled,2021-07-22,22/07/2021,11:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",17:13:00,17:22:00
Public Transport,Metro Trains - Sandringham Line (Richmond station to Balaclava station),,VIC,,2021-07-14,14/07/2021,10:20pm - 10:29pm,Case travelled,2021-07-22,22/07/2021,11:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",22:20:00,22:29:00
Public Transport,Metro Trains - Sandringham Line (Balaclava Station to Richmond Station),,VIC,,2021-07-15,15/07/2021,10:47am - 10:56am,Case travelled,2021-07-22,22/07/2021,11:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",10:47:00,10:56:00
Heyfield,Timberline General Store Mobil,"1 Tyson Road",VIC,3858,2021-07-18,18/07/2021,4:30pm - 4:50pm,Case attended venue,2021-07-22,22/07/2021,10:50:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",16:30:00,16:50:00
South Yarra,Prahran Market,163 Commercial Rd,VIC,3141,2021-07-17,17/07/2021,9:40am - 11:15am,Case attended venue,2021-07-22,22/07/2021,08:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,09:40:00,11:15:00
South Yarra,Market Lane Coffee - Prahran Market,"Shop 13, 163 Commercial Road",VIC,3141,2021-07-17,17/07/2021,10:30am - 11:00am,Case attended venue,2021-07-22,22/07/2021,08:40:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,10:30:00,11:00:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-16,16/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-17,17/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-18,18/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-19,19/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-20,20/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-21,21/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-22,22/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Docklands,LaCrosse Building,673 La Trobe Street,VIC,3008,2021-07-23,23/07/2021,12:00am - 11:59pm,"Tier 1 - Case attended venue. NOTE: Get tested immediately and quarantine for 14 days from exposure. Anyone who has visited this location during these times should urgently get tested, then isolate until you receive further advice from the department. The current risk tier is subject to review as more information comes to hand. Continue to monitor for symptoms, get tested again if symptoms appear.",2021-07-23,23/07/2021,22:50:00,Tier 1 - Get tested immediately and quarantine for 14 days from exposure,Anyone who has visited this location during these times must get tested immediately and quarantine for 14 days from the exposure.,00:00:00,23:59:00
Hawthorn,Apartment Complex,190 Riversdale Road,VIC,3122,2021-07-19,19/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-23,23/07/2021,21:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,Apartment Complex,190 Riversdale Road,VIC,3122,2021-07-20,20/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-23,23/07/2021,21:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,Apartment Complex,190 Riversdale Road,VIC,3122,2021-07-21,21/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-23,23/07/2021,21:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,Apartment Complex,190 Riversdale Road,VIC,3122,2021-07-22,22/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-23,23/07/2021,21:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,Apartment Complex,190 Riversdale Road,VIC,3122,2021-07-23,23/07/2021,12:00am - 11:59pm,Case attended venue,2021-07-23,23/07/2021,21:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn East,Shell Coles Express Auburndale,185 Riversdale Road (Corner Hunter Street),VIC,3123,2021-07-21,21/07/2021,6:30pm - 7:15pm,Case attended venue,2021-07-23,23/07/2021,20:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:30:00,19:15:00
Hawthorn East,Thirsty Camel Bottleshop	,238 Riversdale Road	,VIC,3123,2021-07-21,21/07/2021,6:30pm - 7:10pm,Case attended venue,2021-07-23,23/07/2021,20:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:30:00,19:10:00
Camberwell,Woolworths Camberwell	,5/57 Station Street	,VIC,3124,2021-07-21,21/07/2021,7:07am - 7:45am,Case attended venue,2021-07-23,23/07/2021,20:38:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",07:07:00,07:45:00
Hawthorn,Renaissance Hawthorn IGA Plus Liquor,550 Glenferrie Road,VIC,3122,2021-07-21,21/07/2021,6:55pm - 7:40pm,Case attended venue,2021-07-23,23/07/2021,19:59:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:55:00,19:40:00
Public Transport,Metro Trains - Belgrave Line (Richmond Station to Flinders Street Station),,VIC,,2021-07-16,16/07/2021,12:45am - 12:49am,Case travelled on public transport,2021-07-23,23/07/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:45:00,00:49:00
Berwick,TSG Eden Rise,10/1 Oshea Road,VIC,3806,2021-07-14,14/07/2021,9:25am - 9:45am,Case attended venue,2021-07-23,23/07/2021,19:52:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:25:00,09:45:00
Public Transport,"Yarra Trams - Route 86 (La Trobe/Spencer Street, Stop 119 to Swanston/Bourke Street, Stop 6)",,VIC,,2021-07-21,21/07/2021,2:50pm - 3:20pm,Case travelled on public transport,2021-07-23,23/07/2021,19:39:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:50:00,15:20:00
Public Transport,"Yarra Trams - Route 86 (Elizabeth/Bourke Street, Stop 5 to La Trobe/Spencer Street, Stop 119)",,VIC,,2021-07-21,21/07/2021,3:35pm - 4:05pm,Case travelled on public transport,2021-07-23,23/07/2021,19:39:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",15:35:00,16:05:00
Richmond,ARK Richmond Apartment Complex        ,253 Bridge Road	,VIC,3121,2021-07-17,17/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,ARK Richmond Apartment Complex        ,253 Bridge Road	,VIC,3121,2021-07-18,18/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,ARK Richmond Apartment Complex        ,253 Bridge Road	,VIC,3121,2021-07-19,19/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,ARK Richmond Apartment Complex        ,253 Bridge Road	,VIC,3121,2021-07-20,20/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Richmond,ARK Richmond Apartment Complex        ,253 Bridge Road	,VIC,3121,2021-07-21,21/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,H Hawthorn Apartment Complex,147 Riversdale Road	,VIC,3122,2021-07-21,21/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
