Suburb,Site_title,Site_streetaddress,Site_state,Site_postcode,Exposure_date_dtm,Exposure_date,Exposure_time,Notes,Added_date_dtm,Added_date,Added_time,Advice_title,Advice_instruction,Exposure_time_start_24,Exposure_time_end_24
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-16,16/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-17,17/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-18,18/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-19,19/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-20,20/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Cremorne,Aparthotel Cremorne Apartment Complex        ,381 Punt Road,VIC,3121,2021-07-21,21/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:25:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-16,16/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-17,17/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-18,18/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-19,19/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-20,20/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Camberwell,Anderson Park Apartment Complex	,585 Burke Road,VIC,3124,2021-07-21,21/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,H Hawthorn Apartment Complex,147 Riversdale Road	,VIC,3122,2021-07-18,18/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,H Hawthorn Apartment Complex,147 Riversdale Road	,VIC,3122,2021-07-19,19/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Hawthorn,H Hawthorn Apartment Complex,147 Riversdale Road	,VIC,3122,2021-07-20,20/07/2021,12:00am - 11:59pm,Case at apartment complex,2021-07-23,23/07/2021,14:20:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",00:00:00,23:59:00
Newport,Australia Post - Newport ,6 Hall Street,VIC,3015,2021-07-20,20/07/2021,12:20pm - 1:00pm,Case attended venue,2021-07-23,23/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",12:20:00,13:00:00
Craigieburn ,Freshplus Craigieburn ,420-440 Craigieburn Road,VIC,3064,2021-07-19,19/07/2021,2:10pm - 2:55pm,Case attended venue,2021-07-23,23/07/2021,13:30:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:10:00,14:55:00
Craigieburn,Mimi's Chicken & Grill ,Shop 8/420 - 440 Craigieburn Road,VIC,3064,2021-07-19,19/07/2021,2:25pm - 3:15pm,Case attended venue,2021-07-23,23/07/2021,10:55:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",14:25:00,15:15:00
Hawthorn,Renaissance Hawthorn IGA Plus Liquor,550 Glenferrie Road,VIC,3122,2021-07-20,20/07/2021,6:10pm - 6:55pm,Case attended venue,2021-07-23,23/07/2021,08:09:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:10:00,18:55:00
Hawthorn,Renaissance Hawthorn IGA Plus Liquor,550 Glenferrie Road,VIC,3122,2021-07-19,19/07/2021,6:20pm - 7:05pm,Case attended venue,2021-07-23,23/07/2021,08:09:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:20:00,19:05:00
Public Transport,"Tram route 86 (Elizabeth/Bourke Street, Stop 5 to Bourke/Spencer Street, Stop 1)",,VIC,,2021-07-17,17/07/2021,7:00pm - 7:30pm,Case travelled on public transport,2021-07-23,23/07/2021,07:39:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",19:00:00,19:30:00
Berwick,Eden Rise Village (Coles Mall),1 Oshea Road,VIC,3806,2021-07-14,14/07/2021,9:25am - 9:45am,Case attended venue,2021-07-24,24/07/2021,13:35:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",09:25:00,09:45:00
Fitzroy,Cappo Sociale - Level 1,127 Brunswick Street,VIC,3065,2021-07-15,15/07/2021,6:35pm - 9:15pm,Case attended venue,2021-07-24,24/07/2021,11:40:00,Tier 2 - Get tested urgently and isolate until you have a negative result,"Anyone who has visited this location during these times should urgently get tested, then isolate until confirmation of a negative result. Continue to monitor for symptoms, get tested again if symptoms appear.",18:35:00,21:15:00
